0001993	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001992	    2096	00001932	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001992	    2097	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001993	    2096	00001932	    2003	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001992	    2093	00001932	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001993	    2094	00001931	    1999	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001989	    2096	00001933	    1999	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001996	    2097	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001995	    2095	00001931	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001995	    2098	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001994	    2096	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001996	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001995	    2096	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001995	    2096	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001996	    2097	00001933	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001994	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001994	    2097	00001933	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001994	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001994	    2098	00001934	    2000	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001992	    2096	00001932	    1999	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001995	    2097	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001994	    2095	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001995	    2098	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001994	    2095	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001996	    2096	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001992	    2095	00001934	    1996	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001996	    2097	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001992	    2098	00001934	    2003	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001995	    2096	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001994	    2094	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001994	    2097	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001994	    2096	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001995	    2096	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001995	    2097	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001994	    2097	00001933	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001995	    2097	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001995	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001995	    2097	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001993	    2095	00001931	    1999	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001995	    2098	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001994	    2095	00001932	    2000	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001995	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001991	    2096	00001933	    2000	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001995	    2097	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001994	    2096	00001933	    2004	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001995	    2097	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001993	    2094	00001932	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2096	00001933	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001992	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2094	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001932	    2000	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001991	    2094	00001931	    1998	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001993	    2095	00001931	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2095	00001932	    2000	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001993	    2095	00001931	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2096	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001933	    2000	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001996	    2096	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001992	    2096	00001931	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001993	    2095	00001930	    1999	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001931	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001993	    2096	00001932	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2096	00001933	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2094	00001930	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001933	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001935	    2003	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2096	00001932	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2094	00001932	    1999	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001993	    2095	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001990	    2094	00001932	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001993	    2096	00001932	    1999	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001933	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001992	    2096	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001933	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2096	00001932	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2096	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001993	    2097	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001931	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001993	    2095	00001929	    2000	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001996	    2098	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001993	    2093	00001931	    1999	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001933	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001992	    2095	00001931	    2000	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001993	    2096	00001932	    2000	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001933	    2000	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001931	    1999	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001933	    1999	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001992	    2095	00001930	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2095	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001933	    2000	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001936	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001933	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2096	00001934	    2000	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2094	00001931	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2094	00001933	    1998	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001933	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001932	    1999	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001991	    2094	00001929	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001933	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001993	    2096	00001932	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001933	    2000	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2096	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001933	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001996	    2097	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001996	    2097	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001933	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2096	00001933	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2096	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001932	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001933	    2003	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001933	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2098	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001933	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2098	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2096	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2096	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2096	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001933	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001993	    2095	00001933	    2000	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001934	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2096	00001934	     439	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001994	    2097	00001933	     307	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001933	     447	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2096	00001934	     285	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2096	00001934	     450	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001933	    2002	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000

0001995	    2097	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001995	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001995	    2096	00001933	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001994	    2096	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00001994	    2097	00001934	    2001	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
